bbastem@parcore-winter:~/workspace/charner/src$ julia charner.jl --datafiles ../data/shorteng/train.bio ../data/shorteng/testa.bio ../data/shorteng/testb.bio
opts=(:seed,38)(:dropout,[0.2,0.3,0.3,0.3,0.3,0.3])(:batchsize,32)(:datafiles,Any["../data/shorteng/train.bio","../data/shorteng/testa.bio","../data/shorteng/testb.bio"])(:hidden,[128,128,128,128,128])(:epochs,600)(:gclip,1.0)(:atype,"KnetArray{Float32}")(:gpu,0)(:winit,0.1)
INFO: Chars read: Tuple{String,Int64}[("train.bio",190443),("testa.bio",34415),("testb.bio",40314)]
INFO: 78 unique characters.
INFO: 5 unique tags.
INFO: 947 sentences in train data.
INFO: 174 sentences in development data.
INFO: 199 sentences in test data.
	epoch		loss			accuracy
train	0		1.6162216121909325	0.15683311
dev	0		1.6212538528917306	0.14015383
test	0		1.6177693433038647	0.1465461

train	1		0.9950910100612747	0.7062615
dev	1		0.9571919267039245	0.70003664
test	1		1.0147486273125026	0.7250862

train	2		0.8594148365978674	0.73332983
dev	2		0.8837254033614498	0.7182273
test	2		0.8782113030927264	0.74699354

train	3		0.6989430757907551	0.78319263
dev	3		0.8324291804949346	0.7354413
test	3		0.8309945523650691	0.77524006

train	4		0.6477945022824353	0.7841134
dev	4		0.791104729482653	0.7340984
test	4		0.7915639818481504	0.7632143

train	5		0.6039988521907386	0.80273813
dev	5		0.7549816246148915	0.7345867
test	5		0.732871607980733	0.78008765

train	6		0.5650753422487772	0.81410056
dev	6		0.7138181522130337	0.75350994
test	6		0.7343940541911539	0.7895031

train	7		0.5024462331178959	0.82959795
dev	7		0.7297210565869623	0.75985837
test	7		0.7022277990325239	0.80003726

train	8		0.5123830397678346	0.8286772
dev	8		0.6579941745386082	0.7738982
test	8		0.6649818111339556	0.79779994

train	9		0.4680228972565877	0.8353139
dev	9		0.6759832357189225	0.7653522
test	9		0.6564058722597791	0.7944439

train	10		0.4645407297419638	0.84012645
dev	10		0.7508003529989106	0.7554633
test	10		0.624471786105054	0.8122495

train	11		0.463723074261943	0.81813127
dev	11		0.7195212157026603	0.7448419
test	11		0.7041661898123862	0.781486

train	12		0.3932736403878387	0.8568053
dev	12		0.629896634499544	0.77524114
test	12		0.6068231793153632	0.8079612

train	13		0.3669125048633952	0.8623302
dev	13		0.6358664560299306	0.7806129
test	13		0.6521025660046217	0.81663096

train	14		0.34894462284265276	0.8662045
dev	14		0.6903034747494236	0.7834208
test	14		0.6319150195800336	0.81607157

train	15		0.35434298495914635	0.87094754
dev	15		0.6430431037463011	0.79208887
test	15		0.6130475831006239	0.8189615

train	16		0.329928480386717	0.87009627
dev	16		0.668375451692752	0.76828223
test	16		0.6702420282131815	0.7954694

train	17		0.31078908033204633	0.8761423
dev	17		0.6693811309487103	0.7983152
test	17		0.6325760611297381	0.8308008

train	18		0.29292151560745083	0.879009
